,occur_id,status,hours_program_total,pop_served_list,impact_area,impact_outcome,opportunity_name,schedule_type,reg_type,location,start_date_time,end_date_time,opportunity_coordinator,opportunity_coordinator_email,vol_leader_need,max_attend,min_attend,vol_confirmed,vol_in_need,num_attend,num_not_attend,hours_occur_total,opportunity_record_id
202,OC-028925,Canceled,17.5,['Elderly'],Assistance and Support for Elderly,,COVID-19 Relief: Distributing Care Packages for isolating elderly in Tai Po,Date & Time Specific,Sign Up,"Grace Light, Tai Po","30/10/2020, 2:30 pm","30/10/2020, 5:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,8.0,1.0,0.0,8.0,0.0,0.0,0.0,a0N2y000000T7Zu
203,OC-029112,Pending,4.0,['Children and youth'],Education and Empowerment for Children and Youth ,,Pre-recorded virtual storytelling for hospitalized children (English),Date & Time Specific,Sign Up,"Playright, Virtual Volunteering","14/10/2020, 12:00 pm","14/10/2020, 1:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,30.0,1.0,0.0,30.0,0.0,0.0,0.0,a0N2y000000TLQG
204,OC-029113,Pending,6.0,['Children and youth'],Education and Empowerment for Children and Youth ,,Pre-recorded virtual storytelling for hospitalized children (Cantonese),Date & Time Specific,Sign Up,"Playright, Virtual Volunteering","14/10/2020, 12:00 pm","14/10/2020, 1:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,30.0,1.0,0.0,30.0,0.0,0.0,0.0,a0N2y000000TLSK
205,OC-028658,Active,211.5,['Hunger & homelessness'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Kwun Tong,Date & Time Specific,Sign Up,"ImpactHK, Kwun Tong","7/10/2020, 7:00 pm","7/10/2020, 8:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,5.0,-1.0,0.0,0.0,0.0,a0N2y000000bpOU
206,OC-028659,Active,211.5,['Hunger & homelessness'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Kwun Tong,Date & Time Specific,Sign Up,"ImpactHK, Kwun Tong","14/10/2020, 7:00 pm","14/10/2020, 8:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,a0N2y000000bpOU
207,OC-028660,Active,211.5,['Hunger & homelessness'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Kwun Tong,Date & Time Specific,Sign Up,"ImpactHK, Kwun Tong","21/10/2020, 7:00 pm","21/10/2020, 8:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,3.0,1.0,0.0,0.0,0.0,a0N2y000000bpOU
208,OC-028661,Active,211.5,['Hunger & homelessness'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Kwun Tong,Date & Time Specific,Sign Up,"ImpactHK, Kwun Tong","28/10/2020, 7:00 pm","28/10/2020, 8:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,0.0,4.0,0.0,0.0,0.0,a0N2y000000bpOU
209,OC-028532,Active,211.5,['Hunger & homelessness'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Kwun Tong,Date & Time Specific,Sign Up,"ImpactHK, Kwun Tong","2/9/2020, 7:00 pm","2/9/2020, 8:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,3.0,1.0,3.0,0.0,3.0,0.0,4.5,a0N2y000000bpOU
210,OC-028533,Active,211.5,['Hunger & homelessness'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Kwun Tong,Date & Time Specific,Sign Up,"ImpactHK, Kwun Tong","9/9/2020, 7:00 pm","9/9/2020, 8:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,3.0,1.0,3.0,0.0,3.0,0.0,4.5,a0N2y000000bpOU
211,OC-028534,Active,211.5,['Hunger & homelessness'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Kwun Tong,Date & Time Specific,Sign Up,"ImpactHK, Kwun Tong","16/9/2020, 7:00 pm","16/9/2020, 8:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,3.0,1.0,2.0,1.0,2.0,0.0,3.0,a0N2y000000bpOU
212,OC-028536,Active,211.5,['Hunger & homelessness'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Kwun Tong,Date & Time Specific,Sign Up,"ImpactHK, Kwun Tong","30/9/2020, 7:00 pm","30/9/2020, 8:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,4.0,0.0,4.0,0.0,6.0,a0N2y000000bpOU
213,OC-026866,Canceled,0.0,['Environmental education'],Environmental Conservation ,,2020 VF Purpose Day - Tree Maintenance,Date & Time Specific,Sign Up,Ark Eden,"30/9/2020, 9:00 am","30/9/2020, 5:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,200.0,200.0,2.0,198.0,0.0,0.0,0.0,a0N2y000000cSnH
214,OC-026882,Active,0.0,['Environmental education'],Environmental Conservation ,,2020 VF Purpose Day - Wetland Habitat Preservation,Date & Time Specific,Sign Up,"WWF, Mai Po Marshes","30/9/2020, 9:00 am","30/9/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0,a0N2y000000cTGM
215,OC-026868,Active,0.0,['Environmental education'],Environmental Conservation ,,2020 VF Purpose Day - Wetland Habitat Preservation,Date & Time Specific,Sign Up,"WWF, Mai Po Marshes","30/9/2020, 1:00 pm","30/9/2020, 4:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0,a0N2y000000cTGM
216,OC-026870,Inactive,0.0,['Children and youth'],Education and Empowerment for Children and Youth ,,2020 VF Purpose Week Pilot Program - Creating Educational Videos for Students,Date & Time Specific,Sign Up,"HOHK, virtual volunteering","7/10/2020, 2:00 pm","7/10/2020, 3:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,20.0,1.0,0.0,20.0,0.0,0.0,0.0,a0N2y000000cTNO
217,OC-026871,Active,0.0,['Children and youth'],Education and Empowerment for Children and Youth,,2020 VF Purpose Week Pilot Program - Creating Educational Videos for Students,Date & Time Specific,Sign Up,"HOHK, virtual volunteering","7/10/2020, 11:30 am","7/10/2020, 12:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,20.0,1.0,15.0,5.0,0.0,0.0,0.0,a0N2y000000cTRc
218,OC-026881,Active,0.0,['Elderly'],Assistance and Support for Elderly,,2020 VF Purpose Week - testing,Date & Time Specific,Sign Up,"HOHK, virtual volunteering","17/10/2020, 10:00 am","17/10/2020, 11:00 am",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,a0N2y000000cTWc
219,OC-028552,Active,137.0,"['Adults', ' Elderly', ' Environmental education']",Hygiene,,Youth Opportunity: Packing Hygiene Kits distributed to Street Cleaners,Date & Time Specific,Sign Up,Soap Cycling,"11/9/2020, 2:00 pm","11/9/2020, 4:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,10.0,1.0,10.0,0.0,10.0,0.0,20.0,a0N2y000000eQDi
220,OC-028636,Active,200.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Yau Ma Tei,Date & Time Specific,Sign Up,"ImpactHK, Jordan","5/10/2020, 6:30 pm","5/10/2020, 8:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,7.0,1.0,3.0,4.0,0.0,0.0,0.0,a0N2y000000fGFb
221,OC-028637,Active,200.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Yau Ma Tei,Date & Time Specific,Sign Up,"ImpactHK, Jordan","12/10/2020, 6:30 pm","12/10/2020, 8:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,7.0,1.0,6.0,1.0,0.0,0.0,0.0,a0N2y000000fGFb
222,OC-028638,Active,200.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Yau Ma Tei,Date & Time Specific,Sign Up,"ImpactHK, Jordan","19/10/2020, 6:30 pm","19/10/2020, 8:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,7.0,1.0,4.0,3.0,0.0,0.0,0.0,a0N2y000000fGFb
223,OC-028537,Active,200.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Yau Ma Tei,Date & Time Specific,Sign Up,"ImpactHK, Jordan","7/9/2020, 6:30 pm","7/9/2020, 8:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,3.0,1.0,3.0,0.0,3.0,0.0,6.0,a0N2y000000fGFb
224,OC-028538,Active,200.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Yau Ma Tei,Date & Time Specific,Sign Up,"ImpactHK, Jordan","14/9/2020, 6:30 pm","14/9/2020, 8:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,3.0,1.0,3.0,0.0,3.0,0.0,6.0,a0N2y000000fGFb
225,OC-028540,Active,200.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Yau Ma Tei,Date & Time Specific,Sign Up,"ImpactHK, Jordan","28/9/2020, 6:30 pm","28/9/2020, 8:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,7.0,1.0,3.0,4.0,3.0,0.0,6.0,a0N2y000000fGFb
226,OC-028547,Active,307.5,"['Elderly', ' People with illness']",Disaster & Emergency Services,,Online training session: Phone call support for the elderly (COVID-19 relief),Date & Time Specific,Sign Up,"United Christian, virtual volunteering","19/9/2020, 2:30 pm","19/9/2020, 3:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,100.0,1.0,57.0,43.0,47.0,10.0,47.0,a0N2y000000fJkd
227,OC-028780,Active,276.0,['Elderly'],Assistance and Support for Elderly,,COVID-19 Relief: Home deliveries for isolating elderly in Chai Wan,Date & Time Specific,Sign Up,Harmony Garden Lutheran Centre for the Elderly,"23/10/2020, 10:00 am","23/10/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,a0N2y000000fQtt
228,OC-028781,Active,276.0,['Elderly'],Assistance and Support for Elderly,,COVID-19 Relief: Home deliveries for isolating elderly in Chai Wan,Date & Time Specific,Sign Up,Harmony Garden Lutheran Centre for the Elderly,"30/10/2020, 10:00 am","30/10/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,1.0,3.0,0.0,0.0,0.0,a0N2y000000fQtt
229,OC-028779,Active,276.0,['Elderly'],Assistance and Support for Elderly,,COVID-19 Relief: Home deliveries for isolating elderly in Chai Wan,Date & Time Specific,Sign Up,Harmony Garden Lutheran Centre for the Elderly,"16/10/2020, 10:00 am","16/10/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,a0N2y000000fQtt
230,OC-028783,Active,276.0,['Elderly'],Assistance and Support for Elderly,,COVID-19 Relief: Home deliveries for isolating elderly in Chai Wan,Date & Time Specific,Sign Up,Harmony Garden Lutheran Centre for the Elderly,"16/10/2020, 10:30 am","16/10/2020, 12:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,3.0,1.0,0.0,0.0,0.0,a0N2y000000fQtt
231,OC-028784,Active,276.0,['Elderly'],Assistance and Support for Elderly,,COVID-19 Relief: Home deliveries for isolating elderly in Chai Wan,Date & Time Specific,Sign Up,Harmony Garden Lutheran Centre for the Elderly,"23/10/2020, 10:30 am","23/10/2020, 12:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,3.0,1.0,0.0,0.0,0.0,a0N2y000000fQtt
232,OC-028785,Active,276.0,['Elderly'],Assistance and Support for Elderly,,COVID-19 Relief: Home deliveries for isolating elderly in Chai Wan,Date & Time Specific,Sign Up,Harmony Garden Lutheran Centre for the Elderly,"30/10/2020, 10:30 am","30/10/2020, 12:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,3.0,1.0,0.0,0.0,0.0,a0N2y000000fQtt
233,OC-028903,Active,117.0,['Elderly'],Assistance and Support for Elderly,,COVID-19 Relief: Home deliveries for isolating elderly in Sha Tin,Date & Time Specific,Sign Up,ICFG Lung Hang Church Elderly Centre,"8/10/2020, 2:00 pm","8/10/2020, 5:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,8.0,1.0,0.0,8.0,0.0,0.0,0.0,a0N2y000000fQu3
234,OC-028904,Active,117.0,['Elderly'],Assistance and Support for Elderly,,COVID-19 Relief: Home deliveries for isolating elderly in Sha Tin,Date & Time Specific,Sign Up,ICFG Lung Hang Church Elderly Centre,"9/10/2020, 2:00 pm","9/10/2020, 5:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,8.0,1.0,2.0,6.0,0.0,0.0,0.0,a0N2y000000fQu3
235,OC-028907,Canceled,117.0,['Elderly'],Assistance and Support for Elderly,,COVID-19 Relief: Home deliveries for isolating elderly in Sha Tin,Date & Time Specific,Sign Up,ICFG Lung Hang Church Elderly Centre,"12/10/2020, 2:00 pm","12/10/2020, 5:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,8.0,1.0,0.0,8.0,0.0,0.0,0.0,a0N2y000000fQu3
236,OC-028908,Active,117.0,['Elderly'],Assistance and Support for Elderly,,COVID-19 Relief: Home deliveries for isolating elderly in Sha Tin,Date & Time Specific,Sign Up,ICFG Lung Hang Church Elderly Centre,"13/10/2020, 2:00 pm","13/10/2020, 5:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,8.0,1.0,0.0,8.0,0.0,0.0,0.0,a0N2y000000fQu3
237,OC-028909,Active,117.0,['Elderly'],Assistance and Support for Elderly,,COVID-19 Relief: Home deliveries for isolating elderly in Sha Tin,Date & Time Specific,Sign Up,ICFG Lung Hang Church Elderly Centre,"14/10/2020, 2:00 pm","14/10/2020, 5:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,8.0,1.0,1.0,7.0,0.0,0.0,0.0,a0N2y000000fQu3
238,OC-028910,Active,117.0,['Elderly'],Assistance and Support for Elderly,,COVID-19 Relief: Home deliveries for isolating elderly in Sha Tin,Date & Time Specific,Sign Up,ICFG Lung Hang Church Elderly Centre,"15/10/2020, 2:00 pm","15/10/2020, 5:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,8.0,1.0,2.0,6.0,0.0,0.0,0.0,a0N2y000000fQu3
239,OC-028911,Active,117.0,['Elderly'],Assistance and Support for Elderly,,COVID-19 Relief: Home deliveries for isolating elderly in Sha Tin,Date & Time Specific,Sign Up,ICFG Lung Hang Church Elderly Centre,"16/10/2020, 2:00 pm","16/10/2020, 5:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,8.0,1.0,4.0,4.0,0.0,0.0,0.0,a0N2y000000fQu3
240,OC-028884,Active,146.0,['Elderly'],Assistance and Support for Elderly,,COVID-19 Relief: Home deliveries for isolating elderly in Sham Shui Po,Date & Time Specific,Sign Up,Hong Kong Christian Service Un Chau Neighbourhood Elderly Center,"12/10/2020, 10:00 am","12/10/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,a0N2y000000fQuw
241,OC-028885,Active,146.0,['Elderly'],Assistance and Support for Elderly,,COVID-19 Relief: Home deliveries for isolating elderly in Sham Shui Po,Date & Time Specific,Sign Up,Hong Kong Christian Service Un Chau Neighbourhood Elderly Center,"19/10/2020, 10:00 am","19/10/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,a0N2y000000fQuw
242,OC-028886,Active,146.0,['Elderly'],Assistance and Support for Elderly,,COVID-19 Relief: Home deliveries for isolating elderly in Sham Shui Po,Date & Time Specific,Sign Up,Hong Kong Christian Service Un Chau Neighbourhood Elderly Center,"13/10/2020, 10:00 am","13/10/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,a0N2y000000fQuw
243,OC-028887,Active,146.0,['Elderly'],Assistance and Support for Elderly,,COVID-19 Relief: Home deliveries for isolating elderly in Sham Shui Po,Date & Time Specific,Sign Up,Hong Kong Christian Service Un Chau Neighbourhood Elderly Center,"20/10/2020, 10:00 am","20/10/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,3.0,1.0,0.0,0.0,0.0,a0N2y000000fQuw
244,OC-028880,Active,146.0,['Elderly'],Assistance and Support for Elderly,,COVID-19 Relief: Home deliveries for isolating elderly in Sham Shui Po,Date & Time Specific,Sign Up,Hong Kong Christian Service Un Chau Neighbourhood Elderly Center,"12/10/2020, 9:30 am","12/10/2020, 11:30 am",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,0.0,4.0,0.0,0.0,0.0,a0N2y000000fQuw
245,OC-028881,Active,146.0,['Elderly'],Assistance and Support for Elderly,,COVID-19 Relief: Home deliveries for isolating elderly in Sham Shui Po,Date & Time Specific,Sign Up,Hong Kong Christian Service Un Chau Neighbourhood Elderly Center,"19/10/2020, 9:30 am","19/10/2020, 11:30 am",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,1.0,3.0,0.0,0.0,0.0,a0N2y000000fQuw
246,OC-028882,Active,146.0,['Elderly'],Assistance and Support for Elderly,,COVID-19 Relief: Home deliveries for isolating elderly in Sham Shui Po,Date & Time Specific,Sign Up,Hong Kong Christian Service Un Chau Neighbourhood Elderly Center,"13/10/2020, 9:30 am","13/10/2020, 11:30 am",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,a0N2y000000fQuw
247,OC-028883,Active,146.0,['Elderly'],Assistance and Support for Elderly,,COVID-19 Relief: Home deliveries for isolating elderly in Sham Shui Po,Date & Time Specific,Sign Up,Hong Kong Christian Service Un Chau Neighbourhood Elderly Center,"20/10/2020, 9:30 am","20/10/2020, 11:30 am",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,a0N2y000000fQuw
248,OC-028787,Active,208.0,['Elderly'],Assistance and Support for Elderly,,COVID-19 Relief: Home deliveries for isolating elderly in Tin Shui Wai,Date & Time Specific,Sign Up,United christian nethersole community health service_Good Neighbour Network (Tin,"15/10/2020, 2:00 pm","15/10/2020, 4:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,1.0,3.0,0.0,0.0,0.0,a0N2y000000fQvG
249,OC-028788,Active,208.0,['Elderly'],Assistance and Support for Elderly,,COVID-19 Relief: Home deliveries for isolating elderly in Tin Shui Wai,Date & Time Specific,Sign Up,United christian nethersole community health service_Good Neighbour Network (Tin,"22/10/2020, 2:00 pm","22/10/2020, 4:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,a0N2y000000fQvG
250,OC-028789,Active,208.0,['Elderly'],Assistance and Support for Elderly,,COVID-19 Relief: Home deliveries for isolating elderly in Tin Shui Wai,Date & Time Specific,Sign Up,United christian nethersole community health service_Good Neighbour Network (Tin,"29/10/2020, 2:00 pm","29/10/2020, 4:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,1.0,3.0,0.0,0.0,0.0,a0N2y000000fQvG
251,OC-028791,Active,208.0,['Elderly'],Assistance and Support for Elderly,,COVID-19 Relief: Home deliveries for isolating elderly in Tin Shui Wai,Date & Time Specific,Sign Up,United christian nethersole community health service_Good Neighbour Network (Tin,"15/10/2020, 2:30 pm","15/10/2020, 4:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,3.0,1.0,0.0,0.0,0.0,a0N2y000000fQvG
252,OC-028792,Active,208.0,['Elderly'],Assistance and Support for Elderly,,COVID-19 Relief: Home deliveries for isolating elderly in Tin Shui Wai,Date & Time Specific,Sign Up,United christian nethersole community health service_Good Neighbour Network (Tin,"22/10/2020, 2:30 pm","22/10/2020, 4:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,a0N2y000000fQvG
253,OC-028793,Active,208.0,['Elderly'],Assistance and Support for Elderly,,COVID-19 Relief: Home deliveries for isolating elderly in Tin Shui Wai,Date & Time Specific,Sign Up,United christian nethersole community health service_Good Neighbour Network (Tin,"29/10/2020, 2:30 pm","29/10/2020, 4:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,a0N2y000000fQvG
254,OC-028555,Active,362.5,['Elderly'],Assistance and Support for Elderly,,Phone call support to 1 elderly individual [PRE-TRAINED VOLUNTEERS ONLY],Date & Time Specific,Sign Up,"HOHK, virtual volunteering","5/9/2020, 10:00 am","5/9/2020, 10:30 am",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,29.0,1.0,28.0,1.0,28.0,0.0,14.0,a0N2y000000fQvL
255,OC-028556,Active,362.5,['Elderly'],Assistance and Support for Elderly,,Phone call support to 1 elderly individual [PRE-TRAINED VOLUNTEERS ONLY],Date & Time Specific,Sign Up,"HOHK, virtual volunteering","12/9/2020, 10:00 am","12/9/2020, 10:30 am",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,29.0,1.0,28.0,1.0,28.0,0.0,14.0,a0N2y000000fQvL
256,OC-028557,Active,362.5,['Elderly'],Assistance and Support for Elderly,,Phone call support to 1 elderly individual [PRE-TRAINED VOLUNTEERS ONLY],Date & Time Specific,Sign Up,"HOHK, virtual volunteering","19/9/2020, 10:00 am","19/9/2020, 10:30 am",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,29.0,1.0,27.0,2.0,27.0,0.0,13.5,a0N2y000000fQvL
257,OC-028558,Active,362.5,['Elderly'],Assistance and Support for Elderly,,Phone call support to 1 elderly individual [PRE-TRAINED VOLUNTEERS ONLY],Date & Time Specific,Sign Up,"HOHK, virtual volunteering","26/9/2020, 10:00 am","26/9/2020, 10:30 am",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,29.0,1.0,27.0,2.0,27.0,0.0,13.5,a0N2y000000fQvL
258,OC-028811,Active,362.5,['Elderly'],Assistance and Support for Elderly,,Phone call support to 1 elderly individual [PRE-TRAINED VOLUNTEERS ONLY],Date & Time Specific,Sign Up,"HOHK, virtual volunteering","3/10/2020, 7:00 am","3/10/2020, 7:30 am",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,27.0,1.0,14.0,13.0,14.0,0.0,7.0,a0N2y000000fQvL
259,OC-028812,Active,362.5,['Elderly'],Assistance and Support for Elderly,,Phone call support to 1 elderly individual [PRE-TRAINED VOLUNTEERS ONLY],Date & Time Specific,Sign Up,"HOHK, virtual volunteering","10/10/2020, 7:00 am","10/10/2020, 7:30 am",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,27.0,1.0,15.0,12.0,0.0,0.0,0.0,a0N2y000000fQvL
260,OC-028813,Active,362.5,['Elderly'],Assistance and Support for Elderly,,Phone call support to 1 elderly individual [PRE-TRAINED VOLUNTEERS ONLY],Date & Time Specific,Sign Up,"HOHK, virtual volunteering","17/10/2020, 7:00 am","17/10/2020, 7:30 am",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,27.0,1.0,14.0,13.0,0.0,0.0,0.0,a0N2y000000fQvL
261,OC-028814,Active,362.5,['Elderly'],Assistance and Support for Elderly,,Phone call support to 1 elderly individual [PRE-TRAINED VOLUNTEERS ONLY],Date & Time Specific,Sign Up,"HOHK, virtual volunteering","24/10/2020, 7:00 am","24/10/2020, 7:30 am",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,27.0,1.0,15.0,12.0,0.0,0.0,0.0,a0N2y000000fQvL
262,OC-028588,Active,438.75,['Elderly'],Assistance and Support for Elderly,,Phone call support to 1 elderly individual [PRE-TRAINED VOLUNTEERS ONLY],Date & Time Specific,Sign Up,"HOHK, virtual volunteering","6/9/2020, 9:00 am","6/9/2020, 10:00 am",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,8.0,1.0,8.0,0.0,8.0,0.0,8.0,a0N2y000000fbhS
263,OC-028589,Active,438.75,['Elderly'],Assistance and Support for Elderly,,Phone call support to 1 elderly individual [PRE-TRAINED VOLUNTEERS ONLY],Date & Time Specific,Sign Up,"HOHK, virtual volunteering","13/9/2020, 9:00 am","13/9/2020, 10:00 am",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,8.0,1.0,8.0,0.0,8.0,0.0,8.0,a0N2y000000fbhS
264,OC-028590,Active,438.75,['Elderly'],Assistance and Support for Elderly,,Phone call support to 1 elderly individual [PRE-TRAINED VOLUNTEERS ONLY],Date & Time Specific,Sign Up,"HOHK, virtual volunteering","20/9/2020, 9:00 am","20/9/2020, 10:00 am",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,8.0,1.0,8.0,0.0,8.0,0.0,8.0,a0N2y000000fbhS
265,OC-028591,Active,438.75,['Elderly'],Assistance and Support for Elderly,,Phone call support to 1 elderly individual [PRE-TRAINED VOLUNTEERS ONLY],Date & Time Specific,Sign Up,"HOHK, virtual volunteering","27/9/2020, 9:00 am","27/9/2020, 10:00 am",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,8.0,1.0,8.0,0.0,8.0,0.0,8.0,a0N2y000000fbhS
266,OC-029106,Active,438.75,['Elderly'],Assistance and Support for Elderly,,Phone call support to 1 elderly individual [PRE-TRAINED VOLUNTEERS ONLY],Date & Time Specific,Sign Up,"HOHK, virtual volunteering","8/10/2020, 8:00 am","8/10/2020, 8:30 am",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,8.0,1.0,8.0,0.0,0.0,0.0,0.0,a0N2y000000fbhS
267,OC-029102,Active,438.75,['Elderly'],Assistance and Support for Elderly,,Phone call support to 1 elderly individual [PRE-TRAINED VOLUNTEERS ONLY],Date & Time Specific,Sign Up,"HOHK, virtual volunteering","11/10/2020, 8:00 am","11/10/2020, 8:30 am",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,8.0,1.0,8.0,0.0,0.0,0.0,0.0,a0N2y000000fbhS
268,OC-029103,Active,438.75,['Elderly'],Assistance and Support for Elderly,,Phone call support to 1 elderly individual [PRE-TRAINED VOLUNTEERS ONLY],Date & Time Specific,Sign Up,"HOHK, virtual volunteering","18/10/2020, 8:00 am","18/10/2020, 8:30 am",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,8.0,1.0,8.0,0.0,0.0,0.0,0.0,a0N2y000000fbhS
